pm,keyword,score
Atal Bihari Vajpayee,home,1.5714000000000001
Atal Bihari Vajpayee,communalism stirred,0.7277
Atal Bihari Vajpayee,civilisation does mean,0.6422
Atal Bihari Vajpayee,old values context,0.6384
Atal Bihari Vajpayee,nehru mentioned inheritance,0.63
Atal Bihari Vajpayee,issue difficulty ayodhya,0.6123
Atal Bihari Vajpayee,vadanti philosophy,0.6116
Atal Bihari Vajpayee,went aligarh university,0.5818
Atal Bihari Vajpayee,biju patnaik prevented,0.5537
Atal Bihari Vajpayee,days pt jawahar,0.5524
Atal Bihari Vajpayee,assurance remain,0.5256
Atal Bihari Vajpayee,mosque built kerala,0.5036
Atal Bihari Vajpayee,shah bano case,0.4968
Atal Bihari Vajpayee,does mean roots,0.4949
Atal Bihari Vajpayee,written document curriculum,0.4392
Atal Bihari Vajpayee,consensus sought,0.6908
Atal Bihari Vajpayee,pilgrims taken shoulders,0.5817
Atal Bihari Vajpayee,chararesharif burnt terrorists,0.5696
Atal Bihari Vajpayee,developed kashmir developed,0.5649
Atal Bihari Vajpayee,told panditji non,0.5644
Atal Bihari Vajpayee,minority complex,0.5592
Atal Bihari Vajpayee,sufism,0.5562
Atal Bihari Vajpayee,supreme court gave,0.5556
Atal Bihari Vajpayee,historical reasons,0.5491
Atal Bihari Vajpayee,castes scheduled tribes,1.6181999999999999
Atal Bihari Vajpayee,saffron beds did,0.5108
Atal Bihari Vajpayee,somnath temple,0.4995
Atal Bihari Vajpayee,shah bano,0.4973
Atal Bihari Vajpayee,life property honour,0.4843
Atal Bihari Vajpayee,warn external internal,0.4409
Atal Bihari Vajpayee,states reservations backward,0.7623
Atal Bihari Vajpayee,tormented casteism encouraged,0.6282
Atal Bihari Vajpayee,50 ambedkar constituent,0.6206
Atal Bihari Vajpayee,verdict issue honestly,0.6069
Atal Bihari Vajpayee,pace discrimination end,0.6006
Atal Bihari Vajpayee,society aspect,0.5779
Atal Bihari Vajpayee,issue creamy layer,0.5664
Atal Bihari Vajpayee,competition supreme court,0.5574
Atal Bihari Vajpayee,opportunity available kept,0.547
Atal Bihari Vajpayee,thakur bihar,0.5138
Atal Bihari Vajpayee,karpoori,0.4701
Atal Bihari Vajpayee,immediately,0.4401
Atal Bihari Vajpayee,steps institute,0.4388
Atal Bihari Vajpayee,maltreated harmony means,0.4231
Atal Bihari Vajpayee,sons daughters mother,0.378
Atal Bihari Vajpayee,speeches,0.6702
Atal Bihari Vajpayee,scheduled caste occupied,0.6379
Atal Bihari Vajpayee,advocate celebrating 50th,0.5913
Atal Bihari Vajpayee,wholeheartedly congratulate felicitate,0.584
Atal Bihari Vajpayee,tenth elected serving,0.554
Atal Bihari Vajpayee,specially mr sharad,0.5414
Atal Bihari Vajpayee,verdict situation emerged,0.5406
Atal Bihari Vajpayee,patel mavalankar,0.5348
Atal Bihari Vajpayee,shivraj patil,0.5296
Atal Bihari Vajpayee,sangma present,0.5129
Atal Bihari Vajpayee,sardar vitthal,0.5062
Atal Bihari Vajpayee,largest democracy world,0.4908
Atal Bihari Vajpayee,arduous timing crucial,0.4746
Atal Bihari Vajpayee,permitted submission business,0.4666
Atal Bihari Vajpayee,chair quality,0.4629
Atal Bihari Vajpayee,confidence council ministers,0.7237
Atal Bihari Vajpayee,democracy capsized,0.6569
Atal Bihari Vajpayee,time tendered resignation,0.6247
Atal Bihari Vajpayee,desam took,0.5787
Atal Bihari Vajpayee,moved november 1990,0.5769
Atal Bihari Vajpayee,largest bharatiya janata,0.5705
Atal Bihari Vajpayee,prevalent day present,0.5497
Atal Bihari Vajpayee,gandhi met president,0.5316
Atal Bihari Vajpayee,continue process,0.5197
Atal Bihari Vajpayee,number said consulting,0.5133
Atal Bihari Vajpayee,somewhat short,0.4895
Atal Bihari Vajpayee,1977 emerged single,0.488
Atal Bihari Vajpayee,lasted 11 months,0.4811
Atal Bihari Vajpayee,shrimati sonia,2.019
Atal Bihari Vajpayee,mauled alligators,0.3987
Atal Bihari Vajpayee,forming biju janata,0.691
Atal Bihari Vajpayee,support months later,0.5847
Atal Bihari Vajpayee,capsized whirlpool political,0.5728
Atal Bihari Vajpayee,confidence question agitating,0.5623
Atal Bihari Vajpayee,president preferred fact,0.5554
Atal Bihari Vajpayee,like briefly,0.5197
Atal Bihari Vajpayee,kumar gujral,0.4976
Atal Bihari Vajpayee,election observers surprised,0.479
Atal Bihari Vajpayee,orissa naveen,0.4613
Atal Bihari Vajpayee,entire punjab enjoy,1.0457
Atal Bihari Vajpayee,united claim opponents,0.4498
Atal Bihari Vajpayee,giddhain,1.0408
Atal Bihari Vajpayee,bengal trinamul,0.4297
Atal Bihari Vajpayee,jaya lalitha,0.4182
Atal Bihari Vajpayee,devoide,0.3875
Atal Bihari Vajpayee,complicated bhartiya janta,0.6939
Atal Bihari Vajpayee,haryana atmosphere,0.6091
Atal Bihari Vajpayee,democracy proud committed,0.6002
Atal Bihari Vajpayee,blood hear,0.5818
Atal Bihari Vajpayee,states chief,0.5767
Atal Bihari Vajpayee,credit defeating terrorism,0.5745
Atal Bihari Vajpayee,yashwant sinha given,0.5624
Atal Bihari Vajpayee,policy clarified lack,0.5618
Atal Bihari Vajpayee,prohibition public,0.5463
Atal Bihari Vajpayee,foodgrain production decreased,0.5419
Atal Bihari Vajpayee,evenings festival,0.5147
Atal Bihari Vajpayee,bhajan lal ji,0.5114
Atal Bihari Vajpayee,ministers rush forgetting,0.4984
Atal Bihari Vajpayee,centre powerful state,0.7255
Atal Bihari Vajpayee,issues issues consensus,0.6406
Atal Bihari Vajpayee,past friend gujral,0.6263
Atal Bihari Vajpayee,kashmir human right,0.6092
Atal Bihari Vajpayee,sat replied,0.6056
Atal Bihari Vajpayee,sounds like harmonious,0.5962
Atal Bihari Vajpayee,nehruji missing corridors,0.5631
Atal Bihari Vajpayee,respect leader nominated,0.5557
Atal Bihari Vajpayee,diversity sign,0.5332
Atal Bihari Vajpayee,ambassador moscow foreign,0.517
Atal Bihari Vajpayee,jeneva talks fail,0.5113
Atal Bihari Vajpayee,recall days,0.4952
Atal Bihari Vajpayee,ji south,0.4251
Atal Bihari Vajpayee,small projects resources,0.4203
Atal Bihari Vajpayee,opinion nehruji,0.765
Atal Bihari Vajpayee,backbencher stage,0.6114
Atal Bihari Vajpayee,issues raised,0.6027
Atal Bihari Vajpayee,respect feeling,0.5935
Atal Bihari Vajpayee,passage,0.5673
Atal Bihari Vajpayee,foreign portrait,0.567
Atal Bihari Vajpayee,churchill chamberlein did,0.5655
Atal Bihari Vajpayee,animosity stop talking,0.5579
Atal Bihari Vajpayee,banquet told powerful,0.5557
Atal Bihari Vajpayee,century coming end,0.5355
Atal Bihari Vajpayee,did mind day,0.5344
Atal Bihari Vajpayee,missing corridors,0.5093
Atal Bihari Vajpayee,smiled went,0.5048
Atal Bihari Vajpayee,doesn mean difference,0.494
Atal Bihari Vajpayee,conduct experiment,0.4879
Atal Bihari Vajpayee,parties used talk,0.6739
Atal Bihari Vajpayee,comments various aspects,0.6158
Atal Bihari Vajpayee,national agenda committed,0.6071
Atal Bihari Vajpayee,result elections certain,0.607
Atal Bihari Vajpayee,bombs defence janata,0.6033
Atal Bihari Vajpayee,1977 hon,0.587
Atal Bihari Vajpayee,doubt surprised hon,0.5562
Atal Bihari Vajpayee,levelled charges ruling,0.5272
Atal Bihari Vajpayee,river ganges importance,0.4874
Atal Bihari Vajpayee,time united time,0.4707
Atal Bihari Vajpayee,possible rational irrational,0.4651
Atal Bihari Vajpayee,support number,0.4508
Atal Bihari Vajpayee,don jogi,0.4379
Atal Bihari Vajpayee,largest,0.4333
Atal Bihari Vajpayee,issue making atom,0.394
Atal Bihari Vajpayee,dual policy criticising,0.7112
Atal Bihari Vajpayee,leader pakistan contradict,0.6432
Atal Bihari Vajpayee,tail lose,0.6272
Atal Bihari Vajpayee,supreme representatives true,0.5846
Atal Bihari Vajpayee,bring small parties,0.5703
Atal Bihari Vajpayee,advaniji national president,0.5526
Atal Bihari Vajpayee,ganges importance sacred,0.5524
Atal Bihari Vajpayee,tibet changed,0.5334
Atal Bihari Vajpayee,don jogi reminiscing,0.508
Atal Bihari Vajpayee,azamgarh searching birthplace,0.4917
Atal Bihari Vajpayee,gulf countries constitute,0.4775
Atal Bihari Vajpayee,1977 external affairs,0.4642
Atal Bihari Vajpayee,30 indians working,0.4463
Atal Bihari Vajpayee,george fernandes,1.7885
Atal Bihari Vajpayee,mauritius long long,0.4068
Atal Bihari Vajpayee,policy regard china,0.6856
Atal Bihari Vajpayee,change gujral used,0.6606
Atal Bihari Vajpayee,pakistan told pakistan,0.615
Atal Bihari Vajpayee,borders holding talks,0.5605
Atal Bihari Vajpayee,friend chidambaram said,0.5365
Atal Bihari Vajpayee,kashmir days open,0.5216
Atal Bihari Vajpayee,vietnam cut short,0.4922
Atal Bihari Vajpayee,air views,0.4575
Atal Bihari Vajpayee,governed basis consensus,0.4523
Atal Bihari Vajpayee,contact,1.4262
Atal Bihari Vajpayee,national water,0.4503
Atal Bihari Vajpayee,issues maintaining tranquility,0.45
Atal Bihari Vajpayee,hampered certainly did,0.3927
Atal Bihari Vajpayee,contains programme fail,0.3453
Atal Bihari Vajpayee,cauvary river,0.6939
Atal Bihari Vajpayee,national water policy,0.7112
Atal Bihari Vajpayee,include president venkataraman,0.6244
Atal Bihari Vajpayee,settlement disputes wanted,0.5691
Atal Bihari Vajpayee,drafting constitution time,0.5679
Atal Bihari Vajpayee,advaniji saying sangmaji,0.5645
Atal Bihari Vajpayee,reconsideration adopted particular,0.5475
Atal Bihari Vajpayee,evolve solution award,0.54
Atal Bihari Vajpayee,kerala tamil nadu,0.5309
Atal Bihari Vajpayee,instead petrol scarcity,0.5304
Atal Bihari Vajpayee,election quite strange,0.5247
Atal Bihari Vajpayee,rashiuddin khan nehru,0.5035
Atal Bihari Vajpayee,palkiwala farooq abdullah,0.4677
Atal Bihari Vajpayee,friends sitting,0.428
Atal Bihari Vajpayee,open implementor implement,0.4246
Atal Bihari Vajpayee,point regarding education,0.6778
Atal Bihari Vajpayee,shukla committee constituted,0.6485
Atal Bihari Vajpayee,afresh mr sangma,0.5811
Atal Bihari Vajpayee,governor used northeast,0.5645
Atal Bihari Vajpayee,schemes paper experienced,0.5573
Atal Bihari Vajpayee,zila parishad confined,0.5454
Atal Bihari Vajpayee,list scheduled tribes,0.543
Atal Bihari Vajpayee,discard constitution,0.5393
Atal Bihari Vajpayee,bank proposed,0.5383
Atal Bihari Vajpayee,venkataraman nana,0.4571
Atal Bihari Vajpayee,cent pose,0.4404
Atal Bihari Vajpayee,transforming lot scheduled,0.4374
Atal Bihari Vajpayee,luxmi chand jain,0.4312
Atal Bihari Vajpayee,palkiwala,0.4235
Atal Bihari Vajpayee,farooq abdullah,0.4169
Atal Bihari Vajpayee,funds zila parishad,0.723
Atal Bihari Vajpayee,world bank proposed,0.625
Atal Bihari Vajpayee,mafias grabing land,0.5919
Atal Bihari Vajpayee,officials involved poor,0.5815
Atal Bihari Vajpayee,loot developed society,0.5801
Atal Bihari Vajpayee,tapism,0.5642
Atal Bihari Vajpayee,employment schemes good,0.5622
Atal Bihari Vajpayee,representatives village,0.5505
Atal Bihari Vajpayee,concluding appeal vote,0.5431
Atal Bihari Vajpayee,profits stopped,0.5213
Atal Bihari Vajpayee,difficult problem like,0.5067
Atal Bihari Vajpayee,jhuggi,0.5024
Atal Bihari Vajpayee,know alert vigil,0.5013
Atal Bihari Vajpayee,amendments existing laws,0.4996
Atal Bihari Vajpayee,jhonpris changed make,0.4557
Atal Bihari Vajpayee,feelings president resident,0.7101
Atal Bihari Vajpayee,fulfilment promised impossible,0.5699
Atal Bihari Vajpayee,national agenda forward,0.5661
Atal Bihari Vajpayee,alertness mislead electorate,0.5575
Atal Bihari Vajpayee,potable water village,0.5564
Atal Bihari Vajpayee,opportunity speak proves,0.5557
Atal Bihari Vajpayee,fought rights results,0.5518
Atal Bihari Vajpayee,resources mobilised scattered,0.5374
Atal Bihari Vajpayee,like like reiterate,0.5322
Atal Bihari Vajpayee,12th concluded educational,0.5233
Atal Bihari Vajpayee,eyes saying english,0.5002
Atal Bihari Vajpayee,reject relied throw,0.4688
Atal Bihari Vajpayee,acid test,0.4533
Atal Bihari Vajpayee,nation converted jail,0.4484
Atal Bihari Vajpayee,balram jakhar,0.4324
Atal Bihari Vajpayee,foreign policy natwar,0.7264
Atal Bihari Vajpayee,dissensions extent impossible,0.6197
Atal Bihari Vajpayee,nehru category doubt,0.6158
Atal Bihari Vajpayee,amendments times framers,0.5945
Atal Bihari Vajpayee,hidden intention said,0.5656
Atal Bihari Vajpayee,ambedkar constitution completed,0.5586
Atal Bihari Vajpayee,recommendations commission,0.5513
Atal Bihari Vajpayee,singh ji,1.4548999999999999
Atal Bihari Vajpayee,despite big size,0.4841
Atal Bihari Vajpayee,developing countries countries,0.4808
Atal Bihari Vajpayee,thereof democracy suffocated,0.4789
Atal Bihari Vajpayee,remove practice topic,0.4583
Atal Bihari Vajpayee,states power financial,0.4529
Atal Bihari Vajpayee,peep history,0.4336
Atal Bihari Vajpayee,implement promises need,0.4152
Atal Bihari Vajpayee,history bhartiya janata,0.6834
Atal Bihari Vajpayee,attractive face soviet,0.595
Atal Bihari Vajpayee,cudgels hypocrisy dogmatic,0.5923
Atal Bihari Vajpayee,fearlessly doubt intention,0.5873
Atal Bihari Vajpayee,good thing dharma,0.5761
Atal Bihari Vajpayee,economic equality end,0.5737
Atal Bihari Vajpayee,college remained,0.5217
Atal Bihari Vajpayee,contact students federation,0.5078
Atal Bihari Vajpayee,arya kumar,0.4909
Atal Bihari Vajpayee,differences opinion rss,0.4844
Atal Bihari Vajpayee,attitude test facts,0.4833
Atal Bihari Vajpayee,border recalled,0.4832
Atal Bihari Vajpayee,dukh kahe ko,0.4804
Atal Bihari Vajpayee,centre attraction countries,0.4518
Atal Bihari Vajpayee,traffic police personnel,0.415
Atal Bihari Vajpayee,means follow dharma,0.77
Atal Bihari Vajpayee,religion absolute religions,0.5728
Atal Bihari Vajpayee,suicide issue raised,0.5717
Atal Bihari Vajpayee,cooperative movement revitalize,0.5514
Atal Bihari Vajpayee,cotton growers andhra,0.5419
Atal Bihari Vajpayee,nirpeksh,0.5304
Atal Bihari Vajpayee,sort participation,0.5013
Atal Bihari Vajpayee,august definitely,0.4883
Atal Bihari Vajpayee,patient hearing confusion,0.4843
Atal Bihari Vajpayee,balrampur gone,0.4721
Atal Bihari Vajpayee,midway check bogus,0.4648
Atal Bihari Vajpayee,constituency lucknow,0.9935
Atal Bihari Vajpayee,contesting elections costly,0.441
Atal Bihari Vajpayee,quantity fertilizers manure,0.4379
Atal Bihari Vajpayee,1957 jeeps time,0.3449
Atal Bihari Vajpayee,contested election jeeps,0.7729
Atal Bihari Vajpayee,hon ble vidarbha,0.5929
Atal Bihari Vajpayee,reforms reform,0.5637
Atal Bihari Vajpayee,balrampur thought,0.5329
Atal Bihari Vajpayee,asked victim,1.0638999999999998
Atal Bihari Vajpayee,1957,0.9356
Atal Bihari Vajpayee,pilot saheb rich,0.4896
Atal Bihari Vajpayee,honestly places farmers,0.4766
Atal Bihari Vajpayee,palayanam arjun,0.4688
Atal Bihari Vajpayee,farookh abdullah,0.4624
Atal Bihari Vajpayee,slave wealth dangerous,0.421
Atal Bihari Vajpayee,jahanabad,0.8276
Atal Bihari Vajpayee,waste time making,0.3938
Atal Bihari Vajpayee,opener warning issues,0.3836
Atal Bihari Vajpayee,agricultural labourers,0.7398
Atal Bihari Vajpayee,regulating minimum wages,0.6543
Atal Bihari Vajpayee,said land dispute,0.648
Atal Bihari Vajpayee,bihar incident,0.5979
Atal Bihari Vajpayee,ignored states laws,0.5883
Atal Bihari Vajpayee,important suggestion,0.5856
Atal Bihari Vajpayee,mukherjee given,0.5706
Atal Bihari Vajpayee,national campaign launched,0.5375
Atal Bihari Vajpayee,barren,0.5225
Atal Bihari Vajpayee,commission review constitution,0.5075
Atal Bihari Vajpayee,difficulty increasing limit,0.4936
Atal Bihari Vajpayee,subrata,0.4846
Atal Bihari Vajpayee,honestly places,0.4659
Atal Bihari Vajpayee,mlas mps decided,0.7026
Atal Bihari Vajpayee,attempt mislead electorate,0.6641
Atal Bihari Vajpayee,did join communist,0.6169
Atal Bihari Vajpayee,talk right anand,0.6006
Atal Bihari Vajpayee,issue related socio,0.5681
Atal Bihari Vajpayee,tests pokhran nuclear,0.554
Atal Bihari Vajpayee,madhepura issue,0.5158
Atal Bihari Vajpayee,attempt transform earth,0.4995
Atal Bihari Vajpayee,bodoland,0.4895
Atal Bihari Vajpayee,yes old,0.4654
Atal Bihari Vajpayee,mohan sheohar,0.4611
Atal Bihari Vajpayee,lalu prasad,0.4556
Atal Bihari Vajpayee,sort interpretation issue,0.4236
Atal Bihari Vajpayee,shanker tenali,0.4083
Atal Bihari Vajpayee,marshall constable,0.3816
Atal Bihari Vajpayee,nuclear policy 1947,0.7172
Atal Bihari Vajpayee,gandhi assured shall,0.632
Atal Bihari Vajpayee,sign npt debated,0.6226
Atal Bihari Vajpayee,underground tests 13,0.6068
Atal Bihari Vajpayee,security turning point,0.5838
Atal Bihari Vajpayee,late shrimati indira,0.5761
Atal Bihari Vajpayee,enjoyed consensus decades,0.5452
Atal Bihari Vajpayee,standstill agreement halt,0.5415
Atal Bihari Vajpayee,5th april 1968,0.5372
Atal Bihari Vajpayee,recess 11,0.533
Atal Bihari Vajpayee,renewed sense national,0.5312
Atal Bihari Vajpayee,defence personnel singular,0.5308
Atal Bihari Vajpayee,regret proposals did,1.0441
Atal Bihari Vajpayee,entirely self enlightenment,0.5024
Atal Bihari Vajpayee,like join paying,0.4264
Atal Bihari Vajpayee,nuclear policy statement,0.7163
Atal Bihari Vajpayee,series tests underground,0.5726
Atal Bihari Vajpayee,economic liberalisation introduced,1.0925
Atal Bihari Vajpayee,expectations scientists 1947,0.5554
Atal Bihari Vajpayee,indians abroad convey,0.5552
Atal Bihari Vajpayee,assurance action doubts,0.5521
Atal Bihari Vajpayee,dealt scourge weapons,0.5478
Atal Bihari Vajpayee,focussed leadership attends,0.545
Atal Bihari Vajpayee,right sixth,0.5398
Atal Bihari Vajpayee,profound gratitude,0.5187
Atal Bihari Vajpayee,1221 hours 13,0.5049
Atal Bihari Vajpayee,independence stand defining,0.4836
Atal Bihari Vajpayee,restraint restraint born,0.9115
Atal Bihari Vajpayee,pokhran range,0.4396
Atal Bihari Vajpayee,weapons testing took,0.7019
Atal Bihari Vajpayee,nehru science inculcation,0.6875
Atal Bihari Vajpayee,symbol nuclear,0.5553
Atal Bihari Vajpayee,time leaders recognised,0.5365
Atal Bihari Vajpayee,1963 agreement,0.5354
Atal Bihari Vajpayee,struggle independence basis,0.5286
Atal Bihari Vajpayee,countries refrained,0.5232
Atal Bihari Vajpayee,1221,0.5177
Atal Bihari Vajpayee,ahimsa,0.4968
Atal Bihari Vajpayee,subscribe principle equal,0.4884
Atal Bihari Vajpayee,13 low,0.4702
Atal Bihari Vajpayee,april 1954,0.4687
Atal Bihari Vajpayee,major plank foreign,0.4583
Atal Bihari Vajpayee,horizon instead aligning,0.4063
Atal Bihari Vajpayee,resources skills creativity,0.3953
Atal Bihari Vajpayee,nonproliferation treaty,0.7267
Atal Bihari Vajpayee,shortcomings npt whilst,0.6557
Atal Bihari Vajpayee,1968 late indira,0.609
Atal Bihari Vajpayee,external affairs gujral,0.5436
Atal Bihari Vajpayee,reliance independence thought,1.1368999999999998
Atal Bihari Vajpayee,refrained developing,0.5269
Atal Bihari Vajpayee,crucible earlier decisions,0.506
Atal Bihari Vajpayee,60 security concerns,0.4935
Atal Bihari Vajpayee,subscribing ctbt severely,0.4805
Atal Bihari Vajpayee,understanding felt unable,0.4769
Atal Bihari Vajpayee,11 13,0.4694
Atal Bihari Vajpayee,century transformed political,0.4678
Atal Bihari Vajpayee,war marks watershed,0.4419
Atal Bihari Vajpayee,replicated parts globe,0.4326
Atal Bihari Vajpayee,set path,0.3291
Atal Bihari Vajpayee,nuclear capability,0.7381
Atal Bihari Vajpayee,13 continuation,0.6253
Atal Bihari Vajpayee,negotiations tests directed,0.5946
Atal Bihari Vajpayee,initiative 1982,0.5692
Atal Bihari Vajpayee,took right decision,0.551
Atal Bihari Vajpayee,like previous governments,0.55
Atal Bihari Vajpayee,1968 moment,0.5411
Atal Bihari Vajpayee,mindful international,0.5074
Atal Bihari Vajpayee,coercion 1994,0.4863
Atal Bihari Vajpayee,scientists engineers computer,0.4754
Atal Bihari Vajpayee,different delivery,0.4484
Atal Bihari Vajpayee,security rest,0.4444
Atal Bihari Vajpayee,set path self,0.439
Atal Bihari Vajpayee,breathtaking pace,0.4328
Atal Bihari Vajpayee,priority nuclear disarmament,0.7406
Atal Bihari Vajpayee,remained committed nam,0.5999
Atal Bihari Vajpayee,saarc ocean,0.5692
Atal Bihari Vajpayee,delivery systems 1988,0.5577
Atal Bihari Vajpayee,freeze prohibition production,0.5462
Atal Bihari Vajpayee,current tests approach,0.5379
Atal Bihari Vajpayee,countries appealed icj,0.5327
Atal Bihari Vajpayee,different difference,0.5319
Atal Bihari Vajpayee,restraint openness violated,0.5187
Atal Bihari Vajpayee,reference international,0.5168
Atal Bihari Vajpayee,july 1996 exists,0.5056
Atal Bihari Vajpayee,rim association,0.4926
Atal Bihari Vajpayee,state conventions accordingly,0.4883
Atal Bihari Vajpayee,scourge weapons,0.477
Atal Bihari Vajpayee,committed non proliferation,0.7276
Atal Bihari Vajpayee,basic obligation ctbt,0.6109
Atal Bihari Vajpayee,concerns satisfactorily,0.5486
