pm,keyword,score
H.D. Deve Gowda,hon allegation,0.6072
H.D. Deve Gowda,memory 1st june,0.5909
H.D. Deve Gowda,told yesterday,0.5859
H.D. Deve Gowda,governor sorry,0.5656
H.D. Deve Gowda,duration sit,0.545
H.D. Deve Gowda,mandate vote confidence,0.5439
H.D. Deve Gowda,criticisms welcome,0.5316
H.D. Deve Gowda,hardly 44 thirteen,0.5143
H.D. Deve Gowda,atmosphere experiment successfully,0.5075
H.D. Deve Gowda,colleagues run,0.443
H.D. Deve Gowda,past events,0.4149
H.D. Deve Gowda,got programmes,0.7908
H.D. Deve Gowda,successful mandate given,0.6946
H.D. Deve Gowda,97 placed manmohan,0.6102
H.D. Deve Gowda,12th june 12th,0.5679
H.D. Deve Gowda,agriculture balram jakhar,0.5562
H.D. Deve Gowda,barometer wanted function,0.5439
H.D. Deve Gowda,rs 466,0.5398
H.D. Deve Gowda,regional imbalances defence,0.5388
H.D. Deve Gowda,35 assembly practice,0.5131
H.D. Deve Gowda,production gone,0.4994
H.D. Deve Gowda,duration months used,0.4954
H.D. Deve Gowda,di ammonium sulphate,0.4621
H.D. Deve Gowda,murli manohar,0.461
H.D. Deve Gowda,george fernandes george,0.3723
H.D. Deve Gowda,suffer records,0.6976
H.D. Deve Gowda,sitting requested agriculture,0.6716
H.D. Deve Gowda,manmohan singh accepted,0.6508
H.D. Deve Gowda,economic reforms infra,0.6338
H.D. Deve Gowda,tapism corruption bureaucratic,0.5524
H.D. Deve Gowda,slum dwellers rich,0.5325
H.D. Deve Gowda,maharashtra sharad pawarji,0.5296
H.D. Deve Gowda,eighth plan,0.5214
H.D. Deve Gowda,phosphatic fertiliser,0.4963
H.D. Deve Gowda,000,0.49
H.D. Deve Gowda,balram jakhar,0.4779
H.D. Deve Gowda,fernandes george fernandes,0.4601
H.D. Deve Gowda,time investors confidence,0.4496
H.D. Deve Gowda,chief cleared enron,0.3954
H.D. Deve Gowda,happiest state states,0.3601
H.D. Deve Gowda,fixed ninth plan,0.698
H.D. Deve Gowda,achieve target,0.6648
H.D. Deve Gowda,state says rs,0.6073
H.D. Deve Gowda,power sector,0.6
H.D. Deve Gowda,like mahakali treaty,0.5835
H.D. Deve Gowda,mr chidambaram,0.5794
H.D. Deve Gowda,agni missile,0.5261
H.D. Deve Gowda,impression overseas investors,0.5075
H.D. Deve Gowda,create climate,0.5008
H.D. Deve Gowda,minority say,0.4943
H.D. Deve Gowda,prithvi day,1.054
H.D. Deve Gowda,purchase issues,0.4711
H.D. Deve Gowda,golden jubilee 1997,0.4605
H.D. Deve Gowda,congratulated scientists successful,0.4514
H.D. Deve Gowda,river waters bangladesh,0.4133
H.D. Deve Gowda,asked agni,0.6823
H.D. Deve Gowda,states backwardness insurgency,0.6255
H.D. Deve Gowda,guwahati announced financial,0.6202
H.D. Deve Gowda,ninth plan document,0.5699
H.D. Deve Gowda,kashmir visits announced,0.5661
H.D. Deve Gowda,home secretary senior,0.533
H.D. Deve Gowda,rajasthan orissa,0.5258
H.D. Deve Gowda,far north eastern,0.5164
H.D. Deve Gowda,support scientists,0.4996
H.D. Deve Gowda,officers stayed half,0.4786
H.D. Deve Gowda,subsidy agricultural subsidy,0.474
H.D. Deve Gowda,1997 98 major,0.4661
H.D. Deve Gowda,536,0.9713
H.D. Deve Gowda,lakadawala,0.8754
H.D. Deve Gowda,subsidy comes rs,0.768
H.D. Deve Gowda,irrigation sector responsibility,0.6287
H.D. Deve Gowda,urban living slums,0.5403
H.D. Deve Gowda,sharad pawarji,0.5334
H.D. Deve Gowda,areas discussed executives,0.5156
H.D. Deve Gowda,tribes minorities small,0.5095
H.D. Deve Gowda,projects 194 major,0.4951
H.D. Deve Gowda,chief ministers grave,0.4936
H.D. Deve Gowda,implement state,0.4812
H.D. Deve Gowda,ganga kalyan,0.4776
H.D. Deve Gowda,agree huge,0.47
H.D. Deve Gowda,indira awas,0.4469
H.D. Deve Gowda,clear bad debts,0.442
H.D. Deve Gowda,implementation ganga kalyan,0.6873
H.D. Deve Gowda,marginal agriculturists,0.6499
H.D. Deve Gowda,commodities states cooperated,0.6333
H.D. Deve Gowda,tripura conditions manipur,0.5716
H.D. Deve Gowda,863 madhya pradesh,0.5627
H.D. Deve Gowda,kashmir rs 325,0.53
H.D. Deve Gowda,financial assistance million,0.53
H.D. Deve Gowda,ministers states hoarders,0.5237
H.D. Deve Gowda,dues central public,0.517
H.D. Deve Gowda,791 bihar,0.5075
H.D. Deve Gowda,governments practically impossible,0.4972
H.D. Deve Gowda,times months,0.4581
H.D. Deve Gowda,supply power,0.4554
H.D. Deve Gowda,package concerned disturbed,0.4325
H.D. Deve Gowda,tour north east,0.4091
H.D. Deve Gowda,nagaland meeting recently,0.7534
H.D. Deve Gowda,responded national socialist,0.5867
H.D. Deve Gowda,durable peace,0.5745
H.D. Deve Gowda,services north eastern,0.5691
H.D. Deve Gowda,orissa promise release,0.5493
H.D. Deve Gowda,swu muivah general,0.528
H.D. Deve Gowda,unemployed youth employment,0.5211
H.D. Deve Gowda,minimum,1.5673
H.D. Deve Gowda,encourage foreign investors,0.495
H.D. Deve Gowda,utilisation certificate given,0.4939
H.D. Deve Gowda,states jammu,0.4855
H.D. Deve Gowda,east path,0.4722
H.D. Deve Gowda,38 figures released,0.4709
H.D. Deve Gowda,presidential economist economists,0.4669
H.D. Deve Gowda,jawahar rozgar,0.7573
H.D. Deve Gowda,tried advice economists,0.6987
H.D. Deve Gowda,investors mumbai chief,0.6238
H.D. Deve Gowda,education increased,0.6048
H.D. Deve Gowda,myanmar going billion,0.5757
H.D. Deve Gowda,communications sector object,0.5631
H.D. Deve Gowda,china communist,0.5417
H.D. Deve Gowda,coal sector highways,0.5377
H.D. Deve Gowda,54,0.5317
H.D. Deve Gowda,40 maulana azad,0.5312
H.D. Deve Gowda,30th december 1996,0.523
H.D. Deve Gowda,000 required power,0.51
H.D. Deve Gowda,scheduled castes scheduled,0.5021
H.D. Deve Gowda,views addition,0.492
H.D. Deve Gowda,practically impossible grow,0.4798
H.D. Deve Gowda,tribes finance corporation,0.4705
H.D. Deve Gowda,united rashtrapatiji called,0.6237
H.D. Deve Gowda,deadline 12th june,0.5918
H.D. Deve Gowda,certain developments took,0.5769
H.D. Deve Gowda,28th 1996,0.5573
H.D. Deve Gowda,question withdrawing support,0.5223
H.D. Deve Gowda,parties regional parties,0.521
H.D. Deve Gowda,forces combination forces,0.5148
H.D. Deve Gowda,gowda fallen,0.5111
H.D. Deve Gowda,192,0.5083
H.D. Deve Gowda,narasimha rao,0.4961
H.D. Deve Gowda,sharad,0.473
H.D. Deve Gowda,basis secularism basis,0.4667
H.D. Deve Gowda,trying refresh memory,0.3944
H.D. Deve Gowda,blame anybody cast,0.2834
H.D. Deve Gowda,parties sharing power,0.6889
H.D. Deve Gowda,sarkaria commission report,0.6542
H.D. Deve Gowda,eleventh mandate given,0.613
H.D. Deve Gowda,chairmanship home mentioning,0.593
H.D. Deve Gowda,national outlook experience,0.5905
H.D. Deve Gowda,confidence said long,0.5826
H.D. Deve Gowda,conference held days,0.5741
H.D. Deve Gowda,minimum programme took,0.5738
H.D. Deve Gowda,narrate august,0.5673
H.D. Deve Gowda,states centre,0.5667
H.D. Deve Gowda,replied,0.5363
H.D. Deve Gowda,revive institutions essential,0.5275
H.D. Deve Gowda,sort natural suspicion,0.4646
H.D. Deve Gowda,like just,0.4348
H.D. Deve Gowda,hon parliamentary affairs,0.6608
H.D. Deve Gowda,srikant jena,0.5861
H.D. Deve Gowda,said subsidy removed,0.5839
H.D. Deve Gowda,gandhi 1980 told,0.5805
H.D. Deve Gowda,president welfare anxious,0.5766
H.D. Deve Gowda,vajpayee seniormost leader,0.5673
H.D. Deve Gowda,sanjiva reddy thrown,0.5323
H.D. Deve Gowda,rs 500 farming,0.5258
H.D. Deve Gowda,fiscal deficit imf,0.5127
H.D. Deve Gowda,programme pds think,0.5042
H.D. Deve Gowda,place shivraj patil,0.4778
H.D. Deve Gowda,fully,0.4552
H.D. Deve Gowda,eager ensure vacate,0.4383
H.D. Deve Gowda,section 32 population,0.4328
H.D. Deve Gowda,million watching ineffective,0.4276
H.D. Deve Gowda,subsidy section 32,0.6744
H.D. Deve Gowda,punish told narasimha,0.6068
H.D. Deve Gowda,gowda decided withdraw,0.6019
H.D. Deve Gowda,vajpayee said polls,0.5939
H.D. Deve Gowda,rs 100 simple,0.5887
H.D. Deve Gowda,bhuria sitting represents,0.5863
H.D. Deve Gowda,approached request support,0.5844
H.D. Deve Gowda,day told nation,0.5817
H.D. Deve Gowda,defence want split,0.5767
H.D. Deve Gowda,antulay solemn,0.5537
H.D. Deve Gowda,population going,0.5474
H.D. Deve Gowda,conference say marginalised,0.5334
H.D. Deve Gowda,chapter firstly did,0.5279
H.D. Deve Gowda,kesri mention,0.4916
H.D. Deve Gowda,strategy political strategy,0.4596
H.D. Deve Gowda,political sanyasi,0.708
H.D. Deve Gowda,kumar want attack,0.6528
H.D. Deve Gowda,did cbi enquiry,0.6207
H.D. Deve Gowda,possible understood strategy,0.6189
H.D. Deve Gowda,shekhar tell reality,0.5789
H.D. Deve Gowda,bala saheb hacker,0.5769
H.D. Deve Gowda,incompetent secular yes,0.5649
H.D. Deve Gowda,burden conducting,0.5229
H.D. Deve Gowda,allegation cohesiveness,0.5051
H.D. Deve Gowda,punish prepared ultimate,0.4888
H.D. Deve Gowda,office going hide,0.4807
H.D. Deve Gowda,understand financial liability,0.4786
H.D. Deve Gowda,badal group,0.4626
H.D. Deve Gowda,yes right want,0.4553
H.D. Deve Gowda,fernandes sitting old,0.9573
H.D. Deve Gowda,allegation cohesiveness ministers,0.7011
H.D. Deve Gowda,suspects sontosh mohan,0.6117
H.D. Deve Gowda,rao 28 times,0.5851
H.D. Deve Gowda,visited chief justice,0.5851
H.D. Deve Gowda,media says,0.5572
H.D. Deve Gowda,deve gowda,0.5484
H.D. Deve Gowda,anybody discuss,0.544
H.D. Deve Gowda,industrialist allow scam,0.5318
H.D. Deve Gowda,quote thirukkural tamil,0.5108
H.D. Deve Gowda,chandra shekhar padayatra,0.4812
H.D. Deve Gowda,950 million,0.4805
H.D. Deve Gowda,withdrawal test,0.473
H.D. Deve Gowda,temple doors shut,0.4411
H.D. Deve Gowda,ground path maker,0.4163
H.D. Deve Gowda,shekhar padayatra allowed,0.6841
H.D. Deve Gowda,50 chandra,0.6368
H.D. Deve Gowda,went mumbai,0.6151
H.D. Deve Gowda,projects cleared months,0.5919
H.D. Deve Gowda,december invited industrialists,0.5711
H.D. Deve Gowda,met investors chief,0.5642
H.D. Deve Gowda,touched seven billion,0.5578
H.D. Deve Gowda,brought satisfied betrayed,0.5287
H.D. Deve Gowda,quote number,0.523
H.D. Deve Gowda,118 sugar mills,0.5203
H.D. Deve Gowda,stability unfortunately,0.514
H.D. Deve Gowda,regional newspapers tried,0.4967
H.D. Deve Gowda,tallest man destiny,0.476
H.D. Deve Gowda,cooperation cooperation,0.4718
H.D. Deve Gowda,express including supported,0.3997
H.D. Deve Gowda,ninth plan approved,0.6426
H.D. Deve Gowda,agreed common,0.6014
H.D. Deve Gowda,barring adopting,0.5827
H.D. Deve Gowda,mobilisation programme addition,0.5603
H.D. Deve Gowda,taken cabinet months,0.5496
H.D. Deve Gowda,initiatives encouragement private,0.5407
H.D. Deve Gowda,lokpal lokpal,0.5374
H.D. Deve Gowda,nation 1997,0.5325
H.D. Deve Gowda,secular democracy naturally,0.5296
H.D. Deve Gowda,issue stability issues,0.5242
H.D. Deve Gowda,plan course,0.4999
H.D. Deve Gowda,sector neglect agricultural,0.4984
H.D. Deve Gowda,natural express difference,0.477
H.D. Deve Gowda,budget 1997 98,0.7612
H.D. Deve Gowda,reform process embarked,0.5875
H.D. Deve Gowda,saying need resources,0.578
H.D. Deve Gowda,yojana ambedkar awas,0.5444
H.D. Deve Gowda,scheduled tribes weaker,0.5366
H.D. Deve Gowda,scope attracting private,0.5362
H.D. Deve Gowda,foreign companies taxed,0.528
H.D. Deve Gowda,telecommunication oil,0.5179
H.D. Deve Gowda,philosophy economic philosophy,0.5107
H.D. Deve Gowda,united reflects commitment,0.5005
H.D. Deve Gowda,000 houses given,0.4853
H.D. Deve Gowda,like ganga kalyan,0.4797
H.D. Deve Gowda,gas roads tourism,0.4431
H.D. Deve Gowda,466,0.4383
H.D. Deve Gowda,rural housing programme,0.7168
H.D. Deve Gowda,march 1997 letter,1.3578999999999999
H.D. Deve Gowda,subsidy increased additional,0.6418
H.D. Deve Gowda,yojana ambedkar,0.6156
H.D. Deve Gowda,hon dasmunsi received,0.5796
H.D. Deve Gowda,agricultural sector poorer,0.5706
H.D. Deve Gowda,pds fertilizer,0.5687
H.D. Deve Gowda,met leader tried,0.5412
H.D. Deve Gowda,rashtrapatiji 31st,0.53
H.D. Deve Gowda,nation like request,0.5085
H.D. Deve Gowda,awas,0.4868
H.D. Deve Gowda,going deal views,0.4854
H.D. Deve Gowda,rozgar,0.4523
H.D. Deve Gowda,siteless launched,0.4295
H.D. Deve Gowda,withdrawal presented rashtrapatiji,0.7415
H.D. Deve Gowda,president met,0.6089
H.D. Deve Gowda,finance told,0.5919
H.D. Deve Gowda,interests narasimha rao,0.5713
H.D. Deve Gowda,cpp leadership went,0.5293
H.D. Deve Gowda,tome 31st,0.5285
H.D. Deve Gowda,gowda going safeguard,0.5236
H.D. Deve Gowda,shekhar friendship chandra,0.5216
H.D. Deve Gowda,40 time,0.5116
H.D. Deve Gowda,dasmunsi,0.4984
H.D. Deve Gowda,make manipulative politics,0.4844
H.D. Deve Gowda,mohan dev,0.4429
H.D. Deve Gowda,sort problem,0.395
H.D. Deve Gowda,friendship chandra shekhar,0.6793
H.D. Deve Gowda,patil speaking hearing,0.5851
H.D. Deve Gowda,request senior leaders,0.5673
H.D. Deve Gowda,office used going,0.551
H.D. Deve Gowda,janata dal passed,0.5464
H.D. Deve Gowda,candidates tell regret,1.1164999999999998
H.D. Deve Gowda,attacks dasmunsi said,0.5376
H.D. Deve Gowda,commodity narasimha rao,0.5354
H.D. Deve Gowda,feroze gandhi exposed,0.5288
H.D. Deve Gowda,nehru tallest,0.5286
H.D. Deve Gowda,suppress conscience like,0.518
H.D. Deve Gowda,punjab responsible,0.5155
H.D. Deve Gowda,letter cpp,0.5013
H.D. Deve Gowda,corruption charges father,0.4581
H.D. Deve Gowda,world sat,0.4353
H.D. Deve Gowda,communication gap,0.6894
H.D. Deve Gowda,votes bsp 66,0.6237
H.D. Deve Gowda,meetings uttar pradesh,0.6036
H.D. Deve Gowda,local mps marginalised,0.5955
H.D. Deve Gowda,leader jaswant singh,0.5746
H.D. Deve Gowda,quoted hindi,0.5711
H.D. Deve Gowda,president performance efficiency,0.5585
H.D. Deve Gowda,letters editor later,0.5557
H.D. Deve Gowda,rao removed presidentship,0.5458
H.D. Deve Gowda,allegation deve gowda,0.5394
H.D. Deve Gowda,withdrawal worry withdrawal,0.5361
H.D. Deve Gowda,united bowed,0.5223
H.D. Deve Gowda,nikamma aur kamunal,0.5126
H.D. Deve Gowda,mohan dev constituency,0.5085
H.D. Deve Gowda,deve gowda issue,0.6891
H.D. Deve Gowda,hindi word nikamma,0.637
H.D. Deve Gowda,washington post says,0.5689
H.D. Deve Gowda,leadership south asian,0.562
H.D. Deve Gowda,said foolish coward,0.5447
H.D. Deve Gowda,singh victim know,0.5353
H.D. Deve Gowda,unable understand meaning,0.5312
H.D. Deve Gowda,lai nehru,0.5276
H.D. Deve Gowda,autonomy ministries role,0.5192
H.D. Deve Gowda,president called lunch,0.5182
H.D. Deve Gowda,bangladesh sharing river,0.5173
H.D. Deve Gowda,quiet months like,0.4406
H.D. Deve Gowda,swallow wounds cultured,0.8726
H.D. Deve Gowda,demonstration sort,0.3857
H.D. Deve Gowda,tell morarji,0.3571
H.D. Deve Gowda,received president ofindia,0.6716
H.D. Deve Gowda,allegations letter,0.5689
H.D. Deve Gowda,nation running takes,0.5501
H.D. Deve Gowda,reddy thrown 1969,0.5314
H.D. Deve Gowda,affairs policy ministry,0.5127
H.D. Deve Gowda,quit unless vacate,0.5066
H.D. Deve Gowda,rao ji,0.5045
H.D. Deve Gowda,historic political parties,0.4956
H.D. Deve Gowda,tell frankly criticised,0.4864
H.D. Deve Gowda,sitaram kesri,0.4846
H.D. Deve Gowda,old man,0.4834
H.D. Deve Gowda,right background 111,0.4779
H.D. Deve Gowda,jena hon,0.4649
H.D. Deve Gowda,nikamma akamma,0.4185
Atal Bihari Vajpayee,felicitating elected,0.7254
Atal Bihari Vajpayee,east region important,0.5707
Atal Bihari Vajpayee,meghalaya,0.5686
Atal Bihari Vajpayee,political differences democracy,0.5631
Atal Bihari Vajpayee,said highest,0.5165
Atal Bihari Vajpayee,hearts reason nurturing,0.5026
Atal Bihari Vajpayee,middle instead sitting,0.4937
Atal Bihari Vajpayee,labour opponents,0.4886
Atal Bihari Vajpayee,fraternity quality,0.4802
Atal Bihari Vajpayee,certainly,0.4766
Atal Bihari Vajpayee,guide right path,0.4752
Atal Bihari Vajpayee,capacities issue,0.4707
Atal Bihari Vajpayee,known north,0.4703
Atal Bihari Vajpayee,religion christianity sense,0.4558
Atal Bihari Vajpayee,help lessening feeling,0.41
Atal Bihari Vajpayee,expresses confidence council,0.6945
Atal Bihari Vajpayee,legislative assembly strength,0.6814
Atal Bihari Vajpayee,falling elected pandit,0.6432
Atal Bihari Vajpayee,bengal strength dwindled,0.6184
Atal Bihari Vajpayee,largest election change,0.6116
Atal Bihari Vajpayee,allegations alliance parties,0.6014
Atal Bihari Vajpayee,lal nehru death,0.552
Atal Bihari Vajpayee,samata,0.5443
Atal Bihari Vajpayee,days president,0.5441
Atal Bihari Vajpayee,56 bihar,0.5238
Atal Bihari Vajpayee,mandate rule rejected,0.5221
Atal Bihari Vajpayee,different planks,0.5029
Atal Bihari Vajpayee,dissolved number gone,0.4769
Atal Bihari Vajpayee,52 west,0.4534
Atal Bihari Vajpayee,disturbed sleep,0.4175
Atal Bihari Vajpayee,parties propose come,0.6793
Atal Bihari Vajpayee,democracy rests moral,0.6457
Atal Bihari Vajpayee,robbed time honesty,0.602
Atal Bihari Vajpayee,coalition governments collapse,0.5849
Atal Bihari Vajpayee,proof minority transformed,0.5647
Atal Bihari Vajpayee,pandit nehru fighter,0.5458
Atal Bihari Vajpayee,travancore days,0.5353
Atal Bihari Vajpayee,29th 1964,0.5273
Atal Bihari Vajpayee,voters unaware,0.5194
Atal Bihari Vajpayee,endangered maintain costs,0.4966
Atal Bihari Vajpayee,nights period great,0.4765
Atal Bihari Vajpayee,obsession power,0.4615
Atal Bihari Vajpayee,deposit banks purpose,0.4361
Atal Bihari Vajpayee,test manage,0.42
Atal Bihari Vajpayee,learn art,0.4118
Atal Bihari Vajpayee,speaking said pawar,0.6882
Atal Bihari Vajpayee,governments democracy,0.6248
Atal Bihari Vajpayee,maharashtra different,0.5969
Atal Bihari Vajpayee,sirpotdarji shiv sena,0.594
Atal Bihari Vajpayee,sycophants spoil critic,0.5457
Atal Bihari Vajpayee,horse trading,0.5448
Atal Bihari Vajpayee,suitcases convert minority,0.54
Atal Bihari Vajpayee,subramaniam,0.5225
Atal Bihari Vajpayee,11 11 allegation,0.5162
Atal Bihari Vajpayee,maran maran,0.5133
Atal Bihari Vajpayee,nindkache ghar,0.4848
Atal Bihari Vajpayee,magamudaiyal,0.4824
Atal Bihari Vajpayee,best reflected poem,0.4408
Atal Bihari Vajpayee,record straight issue,0.4259
Atal Bihari Vajpayee,power alliance cost,0.8736999999999999
Atal Bihari Vajpayee,approached electorate,0.6526
Atal Bihari Vajpayee,fear bad fear,0.5882
Atal Bihari Vajpayee,does indicate greed,0.5681
Atal Bihari Vajpayee,defects westminster,0.563
Atal Bihari Vajpayee,odium political career,0.5627
Atal Bihari Vajpayee,na bhito,0.5564
Atal Bihari Vajpayee,kerala coalition,0.5453
Atal Bihari Vajpayee,place rashtrapati bhawan,0.5277
Atal Bihari Vajpayee,31st 1996,0.5261
Atal Bihari Vajpayee,sharad ji,0.5196
Atal Bihari Vajpayee,explicit purpose,0.5051
Atal Bihari Vajpayee,single largest,0.501
Atal Bihari Vajpayee,maranadasmi kewalam,0.4714
Atal Bihari Vajpayee,counts number,0.4577
Atal Bihari Vajpayee,contesting elections mandate,0.6877
Atal Bihari Vajpayee,divergent reasons tamil,0.6155
Atal Bihari Vajpayee,pradesh,0.5637
Atal Bihari Vajpayee,swadeshi slogan jettisoned,0.5545
Atal Bihari Vajpayee,picture say,0.5163
Atal Bihari Vajpayee,fresh allegations levelled,0.5147
Atal Bihari Vajpayee,debutants quite unaware,0.5138
Atal Bihari Vajpayee,reduced just half,0.5043
Atal Bihari Vajpayee,mr george fernandes,0.4958
Atal Bihari Vajpayee,power cost proper,0.4908
Atal Bihari Vajpayee,emerged single largest,0.977
Atal Bihari Vajpayee,hardly conducive,0.4731
Atal Bihari Vajpayee,vein spirit deprecable,0.4424
Atal Bihari Vajpayee,ram temple,0.4266
Atal Bihari Vajpayee,head sort,0.3759
Atal Bihari Vajpayee,present programme majority,0.717
Atal Bihari Vajpayee,abrogation article 370,0.608
Atal Bihari Vajpayee,objection united formed,0.5725
Atal Bihari Vajpayee,marxist keeping distance,0.5624
Atal Bihari Vajpayee,understand political talking,0.5407
Atal Bihari Vajpayee,time 1977,0.5069
Atal Bihari Vajpayee,atom bomb,0.4911
Atal Bihari Vajpayee,things implemented fail,0.4903
Atal Bihari Vajpayee,darkness told,0.4566
Atal Bihari Vajpayee,bank long,0.4329
Atal Bihari Vajpayee,ram vilas paswan,0.8921
Atal Bihari Vajpayee,sikhs massacred,0.4175
Atal Bihari Vajpayee,barnala,0.4032
Atal Bihari Vajpayee,cut hair short,0.3561
Atal Bihari Vajpayee,sikh sentiments did,0.6676
Atal Bihari Vajpayee,pandit nehru rss,0.615
Atal Bihari Vajpayee,lost elections time,0.5737
Atal Bihari Vajpayee,beard come surreptitiously,0.5722
Atal Bihari Vajpayee,going choice ministership,0.5682
Atal Bihari Vajpayee,represent indiain geneva,0.5644
Atal Bihari Vajpayee,pakistani delegation taken,0.5635
Atal Bihari Vajpayee,present atmosphere,1.0588
Atal Bihari Vajpayee,lal bahadur,0.5262
Atal Bihari Vajpayee,deve gowda stature,1.0133999999999999
Atal Bihari Vajpayee,education tribal,0.5233
Atal Bihari Vajpayee,camps sans dialogue,0.5125
Atal Bihari Vajpayee,1977 held 26,1.0567
Atal Bihari Vajpayee,narasimha rao,1.9548999999999999
Atal Bihari Vajpayee,power exploiting anti,0.4711
Atal Bihari Vajpayee,cpi 15 janata,0.6557
Atal Bihari Vajpayee,rss chief said,0.6419
Atal Bihari Vajpayee,haryana received support,0.638
Atal Bihari Vajpayee,said mrs gandhi,0.6075
Atal Bihari Vajpayee,spotless organisation long,0.5441
Atal Bihari Vajpayee,seats admit weakness,0.5351
Atal Bihari Vajpayee,entire cowbelt won,0.5179
Atal Bihari Vajpayee,said wrong,0.5032
Atal Bihari Vajpayee,kerala tamil,0.4688
Atal Bihari Vajpayee,view,1.4298
Atal Bihari Vajpayee,received little,0.4581
Atal Bihari Vajpayee,nation way,0.4327
Atal Bihari Vajpayee,maximum number similarly,0.4028
Atal Bihari Vajpayee,15 janata,0.6444
Atal Bihari Vajpayee,scheduled tribes total,0.5972
Atal Bihari Vajpayee,cabinet coordinating committee,0.5594
Atal Bihari Vajpayee,internal squabbles,0.5444
Atal Bihari Vajpayee,formed,0.5385
Atal Bihari Vajpayee,achieve national objective,0.5378
Atal Bihari Vajpayee,earlier talks laid,0.5265
Atal Bihari Vajpayee,wishes shall continue,0.5188
Atal Bihari Vajpayee,business conducted good,0.509
Atal Bihari Vajpayee,hardly possible survive,0.4964
Atal Bihari Vajpayee,base wide support,0.4939
Atal Bihari Vajpayee,number similarly 11,0.4836
Atal Bihari Vajpayee,don say popular,0.4773
Atal Bihari Vajpayee,submit resignation,0.4704
Atal Bihari Vajpayee,bow numerical strength,0.4289
Atal Bihari Vajpayee,democracy successful maintaining,0.7092
Atal Bihari Vajpayee,remember late rajiv,0.6276
Atal Bihari Vajpayee,quotation 50 enormous,0.613
Atal Bihari Vajpayee,pandit nehru make,0.6069
Atal Bihari Vajpayee,jubilee independence question,0.5986
Atal Bihari Vajpayee,discipline self,0.5386
Atal Bihari Vajpayee,rupee begins trickle,0.5244
Atal Bihari Vajpayee,live poverty line,0.4979
Atal Bihari Vajpayee,day birth female,0.4909
Atal Bihari Vajpayee,narasimha rao ji,1.0647
Atal Bihari Vajpayee,communist friends object,0.4654
Atal Bihari Vajpayee,costs apprehensions,0.4603
Atal Bihari Vajpayee,test manage dedicate,0.4545
Atal Bihari Vajpayee,women education neglected,0.4331
Atal Bihari Vajpayee,trade gone,0.4168
Atal Bihari Vajpayee,shortage visited bihar,0.6835
Atal Bihari Vajpayee,political rivalry,0.6131
Atal Bihari Vajpayee,home affairs,1.1501000000000001
Atal Bihari Vajpayee,produce electricity,0.5674
Atal Bihari Vajpayee,comments,0.5569
Atal Bihari Vajpayee,know extent corruption,0.5531
Atal Bihari Vajpayee,mattir bhenna different,0.5525
Atal Bihari Vajpayee,chief told going,0.5477
Atal Bihari Vajpayee,foreign trade gone,0.536
Atal Bihari Vajpayee,fixed target 33,0.5029
Atal Bihari Vajpayee,goswami committee,0.4916
Atal Bihari Vajpayee,century 10,0.4812
Atal Bihari Vajpayee,activities problems failed,0.4344
Atal Bihari Vajpayee,views fearlessly values,0.4297
Atal Bihari Vajpayee,meeting cabinet held,0.6767
Atal Bihari Vajpayee,asked indecisiveness says,0.6157
Atal Bihari Vajpayee,pal ordinance promulgated,0.588
Atal Bihari Vajpayee,narasimha rao stated,0.5784
Atal Bihari Vajpayee,talked judicial activism,0.5509
Atal Bihari Vajpayee,news reports correct,0.5471
Atal Bihari Vajpayee,vote bank,0.5469
Atal Bihari Vajpayee,gupta,0.4981
Atal Bihari Vajpayee,door knock grievance,0.4953
Atal Bihari Vajpayee,claim plugged loopholes,0.4884
Atal Bihari Vajpayee,karmyoga,0.4634
Atal Bihari Vajpayee,large magnitude,0.4607
Atal Bihari Vajpayee,duties responsibilities,0.4416
Atal Bihari Vajpayee,news,1.8387
Atal Bihari Vajpayee,days months,0.3996
Atal Bihari Vajpayee,achieve executive honest,0.669
Atal Bihari Vajpayee,democracy lost credibility,0.5957
Atal Bihari Vajpayee,hon president invited,0.5882
Atal Bihari Vajpayee,saying matter communalism,0.5865
Atal Bihari Vajpayee,largest popular mandate,0.5714
Atal Bihari Vajpayee,12 days months,0.5452
Atal Bihari Vajpayee,mamata ji objected,0.5302
Atal Bihari Vajpayee,court vindicated,0.5157
Atal Bihari Vajpayee,nrip hoye,0.4628
Atal Bihari Vajpayee,eyes think things,0.4599
Atal Bihari Vajpayee,pradesh muslim community,0.459
Atal Bihari Vajpayee,horse trading defections,0.4535
Atal Bihari Vajpayee,criminal law goa,0.4199
Atal Bihari Vajpayee,hamein ka,0.4081
Atal Bihari Vajpayee,constituent assembly discussing,0.6466
Atal Bihari Vajpayee,tolerate illegal immigration,0.6183
Atal Bihari Vajpayee,says infiltrators,0.6113
Atal Bihari Vajpayee,patnaik prevented,0.6002
Atal Bihari Vajpayee,secularism means discrimination,0.5724
Atal Bihari Vajpayee,rickshaw pullers complaining,0.5413
Atal Bihari Vajpayee,speak mum related,0.5138
Atal Bihari Vajpayee,vadanti philosophy gone,0.4991
Atal Bihari Vajpayee,50 ancient nation,0.4856
Atal Bihari Vajpayee,leaders jails freedom,0.4781
Atal Bihari Vajpayee,cheaper wages impact,0.4623
Atal Bihari Vajpayee,swarn singh,0.4373
Atal Bihari Vajpayee,quite different western,0.4071
Atal Bihari Vajpayee,ekoham sadwipra,0.8654
